Flujo,Fecha,Cod. RPM,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,BQET6220,51.7120,51.3533,50.5761,49.0217,49.0217,48.4239,47.1087,47.1685,48.6630,49.9783,50.0380,51.5326,51.8913,52.6087,52.9674,52.9674,52.1902,51.2935,53.2065,52.1304,49.7989,48.3641,48.6630,49.5598,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,BQET6220,50.0380,51.0543,51.0543,50.3370,49.5598,49.0815,46.8098,45.8533,45.7935,46.6304,47.8261,48.9620,50.3370,51.4130,51.4728,51.6522,50.9946,49.7391,50.9946,50.0978,49.9185,51.5326,52.4891,52.5489,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,BUEG1345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3696,1.6812,3.8922,5.6397,5.9865,6.1680,6.2214,6.3891,6.2118,3.4785,2.5977,0.2529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,BUEG1345,0.0123,0.0126,0.0120,0.0123,0.0126,0.0123,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0042,0.0141,0.0132,0.0132,0.0138,0.0135,0.0129,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,BUEG1345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5838,4.8876,6.8004,6.3759,5.8143,6.2862,5.7012,6.0690,6.7623,6.7800,4.4145,0.4548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,BUEG1345,0.0129,0.0129,0.0126,0.0126,0.0126,0.0123,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0036,0.0129,0.0126,0.0126,0.0126,0.0126,0.0123,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,BUEG1345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4332,4.3500,5.9730,5.3925,4.4574,6.7278,6.7809,4.3554,6.3438,5.2482,2.6904,0.4224,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,BUEG1345,0.0126,0.0126,0.0123,0.0126,0.0126,0.0123,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0039,0.0132,0.0129,0.0129,0.0129,0.0126,0.0123,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,BUEG1345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4503,4.7847,5.4414,5.9712,6.6450,6.4731,6.3537,6.7611,6.1974,4.8543,2.9538,0.3651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,BUEG1345,0.0120,0.0120,0.0120,0.0123,0.0123,0.0120,0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,0.0129,0.0129,0.0126,0.0126,0.0126,0.0126,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,BYCG1138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6284,5.2137,7.9931,9.2340,9.7136,9.9526,9.3321,6.9880,8.7908,7.0466,3.5534,0.2754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,BYCG1138,-0.0142,-0.0142,-0.0158,-0.0142,-0.0158,-0.0142,-0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0079,-0.0127,-0.0142,-0.0142,-0.0142,-0.0158,-0.0142,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,BYCG1138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6600,5.0617,7.8712,9.1659,9.6645,10.0918,8.6199,9.4746,8.5249,6.9025,3.6357,0.3545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,BYCG1138,-0.0142,-0.0142,-0.0142,-0.0142,-0.0158,-0.0142,-0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0063,-0.0127,-0.0142,-0.0142,-0.0142,-0.0142,-0.0142,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,BYCG1138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4843,4.7404,7.6179,8.6293,9.5062,10.0554,5.4290,9.0599,7.6876,6.6335,3.0295,0.3894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,BYCG1138,-0.0142,-0.0127,-0.0174,-0.0127,-0.0142,-0.0127,-0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0079,-0.0127,-0.0142,-0.0142,-0.0142,-0.0158,-0.0158,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,BYCG1138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5935,4.9446,7.8997,9.3274,9.6502,5.3261,6.0003,9.8497,8.9269,7.4043,3.7844,0.3640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,BYCG1138,-0.0174,-0.0142,-0.0158,-0.0158,-0.0142,-0.0142,-0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0063,-0.0142,-0.0142,-0.0127,-0.0142,-0.0142,-0.0158,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,CHIT1110,112.7337,109.4512,105.5923,103.0866,100.5808,98.9521,88.1022,71.3638,60.0628,55.7780,56.6049,59.3362,65.3249,66.2771,73.7192,77.4527,87.8015,99.5284,112.0070,114.0116,117.3443,119.7749,121.6040,119.9503,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,CHIT1110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,CHIT1110,114.8385,112.1073,108.1983,103.7882,101.5330,99.9043,90.3323,78.4801,66.2520,63.1449,65.7008,68.3819,67.4047,74.1953,81.4369,80.4346,90.6831,100.0045,112.5583,114.1369,115.6153,119.0732,120.2760,120.6519,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,CHIT1110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,CHIT1110,117.4946,113.6608,109.6767,106.7700,104.7905,100.8063,90.8084,75.3980,62.8442,57.4568,56.6801,61.0150,61.7417,66.6780,71.2385,75.1224,88.0019,100.2801,117.9958,117.7703,110.9797,105.7677,103.9886,104.1139,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,CHIT1110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,CHIT1110,108.7997,110.3031,109.4762,107.7222,105.6675,103.4875,92.7378,74.1702,59.8874,53.7734,49.2129,51.0922,56.7803,62.3681,62.2428,68.2566,79.8332,91.6353,106.0433,108.6744,111.2302,115.1643,117.1689,115.7406,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,CHIT1110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,CHIT2110,112.4831,109.1755,105.2916,102.7608,100.2300,98.7015,88.3026,71.6143,60.2132,55.6026,56.3042,58.9603,64.8739,65.6507,73.3182,76.9766,86.7992,98.7015,111.2052,113.5355,116.7930,119.2236,121.2532,119.5994,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,CHIT2110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,CHIT2110,114.5629,111.8066,107.9477,103.5125,101.2323,99.7038,90.4325,78.7808,66.2520,62.8192,65.2497,68.1063,66.9286,73.6189,80.8856,80.1339,89.8061,99.2277,111.8066,113.5856,115.0139,118.5220,119.6997,120.2760,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,CHIT2110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,CHIT2110,117.2691,113.3852,109.4010,106.4192,104.4146,100.6810,91.0088,75.6987,62.8943,57.3566,56.3794,60.6392,61.2656,66.3272,70.6622,74.6463,87.0999,99.3029,117.1438,117.4946,110.8293,105.4420,103.5626,103.5125,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,CHIT2110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,CHIT2110,108.2985,109.8270,109.0753,107.3714,105.3167,103.2369,92.9383,74.7215,59.8123,53.8235,49.0626,50.6913,56.3543,62.1426,61.6164,67.8808,78.9311,90.8084,105.2164,108.1732,110.6289,114.5378,116.7680,115.3898,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,CHIT2110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,CHIT3110,113.8030,110.5022,106.5566,104.0293,101.5021,99.9032,89.3817,72.4905,61.0921,56.6823,57.5075,60.2411,66.2755,67.0749,74.3730,78.1123,88.4791,100.3159,112.9263,115.0409,118.4191,120.8690,122.7515,121.0753,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,CHIT3110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,CHIT3110,115.8919,113.1583,109.2901,105.0867,102.8431,101.1926,91.6253,79.7111,67.2812,64.0835,66.6623,69.3959,68.3644,75.0951,82.1352,81.1811,91.3932,100.8058,113.4936,115.1182,116.5882,120.0954,121.3074,121.7716,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,CHIT3110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,CHIT3110,118.6254,114.7572,110.6827,107.7686,105.7314,102.0952,92.1152,76.5650,63.9030,58.4101,57.5849,61.9431,62.4331,67.3328,71.9489,75.8429,88.7886,101.1411,118.9607,118.9091,112.0752,106.7371,104.9061,105.0093,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,CHIT3110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,CHIT3110,109.7801,111.2758,110.4248,108.7228,106.6339,104.4677,93.7657,75.4045,60.8600,54.7224,50.1063,51.9115,57.6881,63.3099,63.1036,69.2411,80.8200,92.5536,106.8918,109.6254,112.1784,116.1498,118.2902,116.8203,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,CHIT3110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,CMTT3345,27.3503,26.1585,24.8427,24.1228,23.9108,23.4649,20.9772,15.8539,10.4246,9.8427,9.5747,7.6610,6.7951,8.3669,12.3124,13.6582,20.4273,24.6827,27.7943,28.2322,28.4242,29.0201,29.4801,28.9121,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,CMTT3345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,CMTT3345,27.7803,26.5664,25.2646,24.6587,24.2588,23.6128,21.0032,13.3222,8.8028,12.3583,14.0121,9.3288,9.3867,9.0048,9.4087,13.6222,18.8035,24.9387,28.1542,28.7062,28.7961,29.5580,30.3819,30.0580,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,CMTT3345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,CMTT3345,28.9321,27.7903,26.8204,25.9485,25.3186,24.6767,21.8091,14.4601,10.6066,9.1948,7.0651,7.0911,6.4891,9.2628,8.8268,14.7980,19.3494,24.4947,29.1461,29.4741,27.6283,25.6266,24.7947,25.0686,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,CMTT3345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,CMTT3345,25.5046,25.8005,25.8025,25.4246,24.8847,24.1348,21.5971,14.2001,12.2784,8.0689,7.6290,7.6050,4.5814,5.7552,7.4430,11.1885,16.1138,21.7011,25.1506,25.9445,26.6084,27.5743,28.1002,27.3643,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,CMTT3345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,COPT1220,17.4300,16.5600,15.7800,14.8800,12.1500,11.4000,9.5700,1.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1400,5.7600,9.3300,17.1900,17.1300,22.0200,21.9900,21.8700,21.4500,20.9400,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,COPT1220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2900,-5.4600,-6.6300,-6.6600,-5.4600,-3.7800,-2.5500,-0.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,COPT1220,19.8300,18.8700,18.3000,17.7900,16.8600,15.9300,12.4200,4.8300,0.5700,0.0000,0.0000,0.0000,1.0500,3.0000,8.4900,8.8500,15.3900,18.6000,21.2700,20.9100,21.0000,21.1800,20.8500,19.7400,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,COPT1220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1500,-1.2000,-1.6800,-0.9600,-0.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,COPT1220,19.7700,18.8700,18.1800,18.1200,17.1600,16.2300,13.4400,6.1500,1.8600,0.3300,0.3600,0.1500,1.5600,4.5000,4.8300,6.0300,12.9000,20.1300,21.9000,22.0800,21.5100,20.7900,20.0400,19.3200,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,COPT1220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,COPT1220,19.1400,18.0300,18.1200,17.8500,17.8200,17.3100,14.5500,7.6800,2.7300,1.7700,2.1900,2.6400,2.6400,2.9400,6.1200,7.4100,14.9400,19.6200,21.9900,22.0500,22.3200,21.4200,21.0300,20.5200,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,COPT1220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,COPT5220,18.4800,17.6400,16.7400,15.8400,12.9000,12.1800,10.2000,2.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3800,6.3000,10.1400,18.2400,18.3000,23.3400,23.3400,23.2200,22.8000,22.2600,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,COPT5220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2600,-5.5200,-6.7800,-6.7800,-5.4600,-3.7200,-2.4000,-0.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,COPT5220,21.0000,20.0400,19.5000,18.9000,17.8800,16.9800,13.2000,5.2200,0.7800,0.0000,0.0000,0.0000,1.4400,3.4800,9.4200,9.6600,16.5600,19.8600,22.5600,22.2600,22.3200,22.5600,22.1400,21.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,COPT5220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9000,-1.4400,-0.6600,-0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,COPT5220,21.0000,20.1000,19.3200,19.2600,18.1800,17.2200,14.2800,6.6600,2.2200,0.6600,0.6600,0.3600,2.0400,5.1000,5.4600,6.7200,13.9200,21.4800,23.2800,23.4000,22.8000,22.0800,21.2400,20.5200,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,COPT5220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,COPT5220,20.2800,19.1400,19.2600,18.9600,18.9000,18.4200,15.4200,8.1600,3.1800,2.1600,2.5800,3.1200,3.0600,3.4200,6.8400,8.1600,16.1400,20.8200,23.4000,23.3400,23.7600,22.7400,22.3200,21.7800,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,COPT5220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,CPAG1345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8792,8.8375,16.1907,18.5922,19.5095,19.6237,19.3458,18.2002,18.6075,17.0660,9.4807,1.1152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0038,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,CPAG1345,-0.0951,-0.0951,-0.0913,-0.0951,-0.0951,-0.0913,-0.0343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0190,-0.0875,-0.0951,-0.0951,-0.0951,-0.0990,-0.0951,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,CPAG1345,0.0114,0.0114,0.0152,0.0152,0.0114,0.0114,0.1332,5.2523,13.5189,17.8805,15.6274,14.5655,17.1345,13.7586,9.2828,13.1992,9.4236,1.2940,0.0000,0.0000,0.0038,0.0038,0.0076,0.0076,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,CPAG1345,-0.1028,-0.1104,-0.1066,-0.1066,-0.1028,-0.1066,-0.0495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0152,-0.0875,-0.0951,-0.0951,-0.0990,-0.1028,-0.0990,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,CPAG1345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8754,8.7804,16.4647,18.9196,19.6808,19.7949,19.6084,19.5095,16.9366,15.9509,9.8499,1.3816,0.0000,0.0038,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,CPAG1345,-0.0951,-0.0951,-0.0951,-0.0951,-0.0951,-0.0951,-0.0343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0076,-0.0875,-0.1028,-0.0951,-0.0951,-0.0951,-0.0951,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,CPAG1345,0.0000,0.0038,0.0000,0.0000,0.0038,0.0000,0.9743,8.5635,16.6854,19.0223,19.7645,19.8634,20.0385,19.6465,17.8348,15.7416,10.2153,1.3702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,CPAG1345,-0.0913,-0.0951,-0.0951,-0.0951,-0.0951,-0.0951,-0.0343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0152,-0.0875,-0.0951,-0.0951,-0.0913,-0.0951,-0.0951,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,CPAG2345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.5081,3.0162,8.1581,9.2219,9.6577,9.1306,6.6529,7.5549,7.2466,5.5682,4.2456,0.5214,0.0095,0.0114,0.0095,0.0095,0.0038,0.0057,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,CPAG2345,-0.0476,-0.0476,-0.0457,-0.0476,-0.0457,-0.0476,-0.0190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0076,-0.0533,-0.0590,-0.0571,-0.0552,-0.0533,-0.0514,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,CPAG2345,0.0095,0.0095,0.0095,0.0095,0.0076,0.0095,0.1028,2.3521,7.6748,8.6358,7.7680,10.0383,6.4778,5.8060,6.5596,8.1676,5.3208,0.6641,0.0076,0.0095,0.0095,0.0114,0.0114,0.0095,,,,,,,,,,,,,,,,,,,,,,,
AS,3/10/2025,CPAG2345,-0.0552,-0.0571,-0.0552,-0.0571,-0.0552,-0.0552,-0.0209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0057,-0.0514,-0.0552,-0.0571,-0.0571,-0.0590,-0.0552,,,,,,,,,,,,,,,,,,,,,,,
AE,4/10/2025,CPAG2345,0.0038,0.0038,0.0038,0.0019,0.0019,0.0019,0.4453,4.6547,7.9507,9.0297,9.6919,9.5949,9.8042,9.7338,9.4236,8.4912,5.1400,0.6699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,4/10/2025,CPAG2345,-0.0533,-0.0514,-0.0495,-0.0495,-0.0476,-0.0495,-0.0190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0038,-0.0438,-0.0476,-0.0476,-0.0457,-0.0476,-0.0476,,,,,,,,,,,,,,,,,,,,,,,
AE,5/10/2025,CPAG2345,0.0057,0.0095,0.0095,0.0114,0.0114,0.0114,0.5557,4.7099,8.2190,9.3722,9.7776,9.7966,8.9422,9.6063,9.2124,7.7300,5.1933,0.6756,0.0095,0.0114,0.0095,0.0057,0.0038,0.0019,,,,,,,,,,,,,,,,,,,,,,,
AS,5/10/2025,CPAG2345,-0.0533,-0.0552,-0.0552,-0.0571,-0.0590,-0.0590,-0.0209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0057,-0.0552,-0.0571,-0.0571,-0.0514,-0.0514,-0.0495,,,,,,,,,,,,,,,,,,,,,,,
AE,2/10/2025,CPAG3345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4428,2.0658,5.9526,8.0814,9.0036,8.0994,5.9628,9.1050,4.1142,4.1676,2.0142,0.3138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
AS,2/10/2025,CPAG3345,-0.0162,-0.0162,-0.0162,-0.0156,-0.0156,-0.0162,-0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0024,-0.0174,-0.0162,-0.0168,-0.0156,-0.0162,-0.0162,,,,,,,,,,,,,,,,,,,,,,,
AE,3/10/2025,CPAG3345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1566,2.1762,5.3082,7.9848,4.2144,3.7872,6.9672,7.5696,4.5684,5.1702,3.4140,0.4182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,
